source,path,rgb_folder,model_class,label_idx,dhash,cluster_id,split
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Beh/Beh_39.jpg,Beh,bb,3,17931905230678298310,910,train
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Beh/Beh_57.jpeg,Beh,bb,3,11539390227959189255,911,train
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Beh/Beh_59.jpg,Beh,bb,3,11134345292215623455,912,train
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Beh/Beh_61.jpg,Beh,bb,3,13671142524503886924,913,test
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Beh/Beh_48.jpg,Beh,bb,3,6980685396910447515,914,train
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Beh/Beh_282.jpg,Beh,bb,3,15110757897228140109,915,train
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Beh/Beh_213.JPG,Beh,bb,3,17144302409242954976,916,val
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Beh/Beh_293.JPG,Beh,bb,3,16181601259543119896,917,train
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Beh/Beh_53.jpg,Beh,bb,3,9521746623926964994,918,test
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Beh/Beh_185.jpg,Beh,bb,3,18217219478380878392,919,test
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Beh/Beh_36.jpg,Beh,bb,3,3751498697442359529,920,train
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Beh/Beh_46.jpg,Beh,bb,3,2312746389183307334,921,val
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Beh/Beh_283.jpg,Beh,bb,3,79753667969181,922,val
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Beh/Beh_294.jpg,Beh,bb,3,16749019697208105016,923,test
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Beh/Beh_14.jpg,Beh,bb,3,16777828918107702796,924,test
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Beh/Beh_99.jpg,Beh,bb,3,12440319638188312515,925,train
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Beh/Beh_234.JPG,Beh,bb,3,15042216922769655429,926,train
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Beh/Beh_238.jpg,Beh,bb,3,4334546877496914802,927,train
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Beh/Beh_235.jpg,Beh,bb,3,434059522586647443,928,train
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Beh/Beh_163.jpg,Beh,bb,3,3860450968894479601,929,val
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Beh/Beh_186.jpg,Beh,bb,3,150314260638696195,930,train
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Beh/Beh_130.jpeg,Beh,bb,3,14186577183150479512,931,train
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Beh/Beh_159.jpg,Beh,bb,3,12805324396395532548,932,train
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Beh/Beh_296.jpg,Beh,bb,3,1166640063319374,933,val
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Beh/Beh_156.jpg,Beh,bb,3,17354861926262888536,934,train
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Beh/Beh_165.jpg,Beh,bb,3,18446742961308372103,935,train
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Beh/Beh_249.jpeg,Beh,bb,3,16212931878955573344,936,train
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Beh/Beh_115.jpg,Beh,bb,3,13891608724067846188,937,train
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Beh/Beh_217.jpg,Beh,bb,3,8826057291455427253,938,train
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Beh/Beh_291.jpg,Beh,bb,3,9475715042296448710,939,train
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Beh/Beh_0.jpg,Beh,bb,3,7850043466127184715,940,train
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Beh/Beh_146.jpg,Beh,bb,3,1180049655962054833,941,train
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Beh/Beh_29.jpg,Beh,bb,3,13846370080490536510,942,train
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Beh/Beh_71.jpg,Beh,bb,3,7617052743639580013,943,train
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Beh/Beh_16.jpeg,Beh,bb,3,4629770940501526019,885,val
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Beh/Beh_60.jpg,Beh,bb,3,17934711009630227971,944,train
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Beh/Beh_121.JPG,Beh,bb,3,13871246043528318012,945,train
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Beh/Beh_253.jpg,Beh,bb,3,16475544592519932595,946,test
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Beh/Beh_2.jpg,Beh,bb,3,12739817809216046790,947,test
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Beh/Beh_224.jpg,Beh,bb,3,1978086096049927,948,train
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Beh/Beh_301.jpg,Beh,bb,3,2048110549064200629,949,train
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Beh/Beh_278.jpg,Beh,bb,3,17004457440931273945,950,val
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Beh/Beh_180.jpg,Beh,bb,3,9266410094009190159,951,train
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Beh/Beh_174.jpg,Beh,bb,3,14335081759090986014,952,train
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Beh/Beh_268.jpg,Beh,bb,3,7417697856671075904,953,test
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Beh/Beh_202.jpg,Beh,bb,3,9797254307195041510,954,train
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Beh/Beh_33.jpg,Beh,bb,3,16909227852570795928,955,test
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Beh/Beh_52.jpg,Beh,bb,3,17931355285416876092,956,train
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Beh/Beh_101.jpg,Beh,bb,3,12227469744832830179,957,val
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Beh/Beh_125.jpg,Beh,bb,3,8716937912856666849,958,test
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Beh/Beh_169.jpg,Beh,bb,3,3971901192355074662,959,train
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Beh/Beh_8.jpg,Beh,bb,3,14998174912705099451,960,val
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Beh/Beh_5.jpg,Beh,bb,3,14902357124692397162,961,train
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Beh/Beh_21.jpeg,Beh,bb,3,8011109828793065955,962,test
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Beh/Beh_274.jpg,Beh,bb,3,17869108155756376185,963,val
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Beh/Beh_19.jpg,Beh,bb,3,36053631703157578,964,train
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Beh/Beh_195.jpeg,Beh,bb,3,222729480805049544,965,val
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Beh/Beh_198.jpg,Beh,bb,3,8273908419296614865,966,test
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Beh/Beh_128.jpg,Beh,bb,3,16692247762503939045,967,train
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Beh/Beh_188.jpg,Beh,bb,3,4829165677675856000,968,train
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Beh/Beh_116.jpg,Beh,bb,3,18374141608877039390,969,train
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Beh/Beh_139.jpeg,Beh,bb,3,17279481903545260863,970,test
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Beh/Beh_151.jpg,Beh,bb,3,15696695538176385894,971,val
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Beh/Beh_262.jpg,Beh,bb,3,17793691220144546787,972,train
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Beh/Beh_122.jpg,Beh,bb,3,18446514514007865045,973,train
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Beh/Beh_246.jpeg,Beh,bb,3,17358250405240114702,974,train
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Beh/Beh_112.jpeg,Beh,bb,3,6342236259684849292,975,test
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Beh/Beh_142.jpeg,Beh,bb,3,499026132185517597,976,train
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Beh/Beh_49.jpg,Beh,bb,3,14169701628801925955,977,train
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Beh/Beh_170.jpg,Beh,bb,3,16208728789600767052,978,train
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Beh/Beh_216.jpg,Beh,bb,3,18230277636884273208,979,train
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Beh/Beh_227.jpg,Beh,bb,3,15191422772272661379,794,train
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Beh/Beh_197.jpg,Beh,bb,3,5035342114014395641,980,train
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Beh/Beh_65.jpg,Beh,bb,3,7883966204636875842,981,train
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Beh/Beh_104.jpg,Beh,bb,3,1661633713621896975,982,train
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Beh/Beh_89.jpg,Beh,bb,3,9259555373468010146,983,val
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Beh/Beh_9.jpg,Beh,bb,3,16130657611770435087,984,train
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Beh/Beh_168.jpg,Beh,bb,3,7088903703798952793,985,train
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Beh/Beh_261.jpeg,Beh,bb,3,15123769669802617185,986,train
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Beh/Beh_305.jpg,Beh,bb,3,16767095600228245114,987,train
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Beh/Beh_30.jpeg,Beh,bb,3,15675282018867976585,988,train
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Beh/Beh_176.jpg,Beh,bb,3,18228860227978328177,989,train
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Beh/Beh_67.jpg,Beh,bb,3,4636553226642658964,990,train
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Beh/Beh_124.jpg,Beh,bb,3,14469200204019538056,991,train
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Beh/Beh_177.jpg,Beh,bb,3,18370126549712528460,992,train
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Beh/Beh_80.jpg,Beh,bb,3,6370368166624499222,993,train
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Beh/Beh_280.jpg,Beh,bb,3,8297864374209190554,994,train
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Beh/Beh_210.jpg,Beh,bb,3,13899485914998769284,995,train
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Beh/Beh_6.jpeg,Beh,bb,3,18002164657423568589,996,test
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Beh/Beh_141.jpeg,Beh,bb,3,2260699121719816,997,train
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Beh/Beh_209.jpg,Beh,bb,3,9573760987707329881,998,train
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Beh/Beh_281.jpg,Beh,bb,3,7378935175703587248,999,train
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Beh/Beh_135.jpeg,Beh,bb,3,18156232085849033446,1000,test
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Beh/Beh_232.jpg,Beh,bb,3,11644375088589080071,1001,train
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Beh/Beh_220.jpg,Beh,bb,3,8091926803752292109,1002,test
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Beh/Beh_90.jpg,Beh,bb,3,14550547572946374286,1003,test
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Beh/Beh_285.jpeg,Beh,bb,3,4629763663631533060,1004,test
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Beh/Beh_242.jpg,Beh,bb,3,10643322692837601893,1005,train
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Beh/Beh_189.jpg,Beh,bb,3,4661419375832350233,1006,test
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Beh/Beh_50.jpg,Beh,bb,3,2950082932676238878,1007,train
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Beh/Beh_118.jpg,Beh,bb,3,1861805819201101180,1008,train
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Beh/Beh_166.jpg,Beh,bb,3,17497314419716558534,1009,train
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Beh/Beh_273.jpeg,Beh,bb,3,1167709375500047,846,train
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Beh/Beh_181.jpg,Beh,bb,3,8665518453629891559,1010,train
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Beh/Beh_62.jpg,Beh,bb,3,72198956865034265,1011,test
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Beh/Beh_167.jpg,Beh,bb,3,18446726395009586268,1012,train
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Beh/Beh_23.jpg,Beh,bb,3,15602165960965818119,1013,train
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Beh/Beh_108.jpg,Beh,bb,3,18374397242897916016,1014,train
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Beh/Beh_206.jpg,Beh,bb,3,16348672369906274673,1015,train
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Beh/Beh_1.jpg,Beh,bb,3,1428506531160196108,1016,test
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Beh/Beh_255.jpg,Beh,bb,3,1196833491849762,1017,train
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Beh/Beh_271.jpg,Beh,bb,3,10956569182703524400,1018,test
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Beh/Beh_74.jpg,Beh,bb,3,17210105309741072122,1019,test
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Beh/Beh_295.JPG,Beh,bb,3,13880288184484235201,1020,train
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Beh/Beh_28.jpg,Beh,bb,3,2189001071512058105,1021,val
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Beh/Beh_214.jpg,Beh,bb,3,1948221775384177769,1022,train
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Beh/Beh_204.jpg,Beh,bb,3,17856153554338590302,1023,val
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Beh/Beh_248.jpeg,Beh,bb,3,17939216957136365250,1024,val
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Beh/Beh_298.jpg,Beh,bb,3,9568078606787680827,1025,train
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Beh/Beh_51.JPG,Beh,bb,3,16199708206846327865,1026,train
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Beh/Beh_133.jpg,Beh,bb,3,293299206478564115,1027,train
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Beh/Beh_81.jpg,Beh,bb,3,10846398693176677958,1028,test
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Beh/Beh_241.jpeg,Beh,bb,3,17358250208311436516,1029,train
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Beh/Beh_147.jpeg,Beh,bb,3,780818243108374022,1030,test
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Beh/Beh_117.jpeg,Beh,bb,3,15616383206696668364,1031,test
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Beh/Beh_223.jpg,Beh,bb,3,18374398179133080527,1032,train
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Beh/Beh_17.jpg,Beh,bb,3,5271759197002793731,1033,val
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Beh/Beh_190.jpg,Beh,bb,3,2161018572,1034,test
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Beh/Beh_183.jpg,Beh,bb,3,17936141739027581895,1035,val
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Beh/Beh_10.jpeg,Beh,bb,3,9028698899,1036,train
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Beh/Beh_230.jpg,Beh,bb,3,16749019697208105016,923,test
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Beh/Beh_306.jpg,Beh,bb,3,16177356209174007000,1037,train
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Beh/Beh_97.jpg,Beh,bb,3,6266467130930611139,1038,val
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Beh/Beh_267.jpg,Beh,bb,3,17934711285335656199,1039,train
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Beh/Beh_200.jpg,Beh,bb,3,1880844463877987609,1040,test
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Beh/Beh_77.jpg,Beh,bb,3,16201867441533328781,1041,val
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Beh/Beh_102.jpg,Beh,bb,3,1988193535226742,1042,train
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Beh/Beh_7.jpg,Beh,bb,3,16498614985494648856,1043,train
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Beh/Beh_302.jpg,Beh,bb,3,13744632839505934749,1044,train
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Beh/Beh_258.jpg,Beh,bb,3,14478348743270320617,1045,train
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Beh/Beh_144.jpg,Beh,bb,3,16857516072631049357,1046,train
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Beh/Beh_221.jpg,Beh,bb,3,14747378619113550969,1047,val
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Beh/Beh_91.jpg,Beh,bb,3,1165354833834935302,1048,test
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Beh/Beh_149.jpg,Beh,bb,3,18228010081731596792,1049,train
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Beh/Beh_276.jpg,Beh,bb,3,10595122066679251047,1050,train
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Beh/Beh_110.jpg,Beh,bb,3,2798380493198315215,1051,val
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Beh/Beh_92.jpg,Beh,bb,3,16782875945631008968,1052,train
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Beh/Beh_236.jpg,Beh,bb,3,16048355428703050635,1053,test
RGB,/kaggle/input/datasets/muhammadalbrham/rgb-arabic-alphabets-sign-language-dataset/RGB ArSL dataset/Beh/Beh_211.jpg,Beh,bb,3,13963931476960000248,1054,val
